,component,componentType,stage,testType,date,runNumber,passed,problems,result1_key,result1_value
194,20UPBBC0000195,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
195,20UPBBC0000196,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
196,20UPBBC0000197,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
197,20UPBBC0000198,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
198,20UPBBC0000199,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
199,20UPBBC0000200,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
200,20UPBBC0000201,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
201,20UPBBC0000202,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
202,20UPBBC0000203,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
203,20UPBBC0000204,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
204,20UPBBC0000205,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
